sno	Title	Headline	ShortDesc	Category	Location	Country	US	Distance	Count_update	Count_comment	Count_funder	Count_photo	Amount_goal	Amount_Raised	Amount_currency	Ratio	Time_Left	Current	Type	Start_year	Start_month	Start_day	End_year	End_month	End_day	Duration	Min_perk	No_min_perk	Max_perk	No_max_perk	Median_perk	No_med_perk	Total_perk	FB_like	FB_talking	Tweet_follow	Tweet_status	Youtube_avg_duration	Youtube_avg_view_count	Youtube_avg_rating
75	barsential-never-pay-the-traditio0l-way	BarSential-Never Pay The Traditio0l Way!	BarSential is a simple mobile app that allows you to purchase and redeem offers from your phone.	Technology	Scottsdale, Arizo0, United States	United States	0	0	12	22	21	4	12000	1236	SD 	0.103	0	1	 Flexible Funding 	2012	6	12	2012	7	17	3024000	1	1	1000	0	50	3	7	4396	1	0	0	111.3333333333	205.3333333333	1.3333333333
76	help-jaqui-be-part-of-the-google-glass-project-and-the-eyes-of-newburgh-ny		I was one of the lucky to be chosen to be a part of the Google Glass Explorer project!  I don't ask for a lot but your help in being a part of this adventure!	Technology	Brooklyn via Newburgh, NY, New York, United States	United States	0	0	2	10	22	3	1800	1230	SD 	0.6833333333	0	1	 Flexible Funding 	2013	4	8	2013	5	8	2592000	2	1	500	0	50	2	7	0	0	0	0	0	0	0
77	i-ask-instant-feedback-in-the-palm-of-your-hand	i-ask - Instant feedback in the palm of your hand.	Connecting social media with instant feedback.	Technology	Burlington, Vermont, United States	United States	0	0	9	12	32		23000	1230	SD 	0.0534782609	0	1	 Flexible Funding 	2012	5	14	2012	7	13	5184000	5	5	1000	0	75	0	8	0	0	0	0	44.1428571429	164.4285714286	2.5714285714
78	majoro3d	Majoro3d	Majoro3d software for CG artists and 3d model makers everywhere!	Technology	Leeds, United Kingdom	United Kingdom	0	0	5	10	19	4	1000	1226	BP 	1.226	0	1	 Flexible Funding 	2012	12	14	2013	2	27	6480000	2	0	2	0	2	0	6	0	0	0	0	0	0	0
79	sirengps-emergency-communication-software	SirenGPS: Emergency Communication Software	Siren develops smartphone and web-based technology that connects individuals and their families to emergency information and services.	Technology	St. Louis, Missouri, United States	United States	0	0	2	5	12	3	150000	1225	SD 	0.0081666667	0	1	 Flexible Funding 	2013	3	29	2013	4	26	2419200	25	2	10000	0	1000	0	7	0	0	0	0	0	0	0
80	neurocue-cueing-your-brain-s-0tural-neuroplasticity	NeuroCue - Cueing Your Brain's 0tural Neuroplasticity	Are you living by default or by design?Leverage the power of your brain's neuroplasticity.	Technology	0shville, Tennessee, United States	United States	0	0	0	5	8	1	500000	1224	SD 	0.002448	17	1	 Flexible Funding 	2013	11	6	2013	12	21	3888000	0	0	0	0	0	0	0	0	0	0	0	0	0	0
81	galaxy-hub-a-smart-presentation-device-that-supports-apps		Do presentations and Video calls simply without a laptop on any projector or screenThis presentation device supports all the smart apps on your smartphone too	Technology	Vancouver, British Columbia, Ca0da	Ca0da	0	0	1	14	9	8	150000	1223	SD 	0.0081533333	0	1	 Flexible Funding 	2012	12	12	2013	1	31	4320000	10	0	12000	0	299	1	11	0	0	0	0	536	46293.1	3.95223047
82	do0dowa-your-home-music-portal-box-value-added-for-your-family--2		Enjoy your favorite music the way you want it on this cutting-edge music player. Best way to organize your messy music collection from different device and...	Technology	Milpitas, California, United States	United States	0	0	8	4	13	6	171000	1221	SD 	0.0071403509	0	1	 Fixed Funding 	2013	2	19	2013	4	5	3888000	5	1	2200	0	170	0	8	0	0	0	0	0	0	0
83	magixcan-imagine-computers-10x-faster-100x-more	magiXcan: Imagine computers 10X faster. 100X? More!	magiXcan ––  fastest photo software ––  fastest low-power media processing ––   ubiquitous massively parallel computers ––  Singularity?	Technology	Seattle, Washington, United States	United States	0	0	4	28	14	10	50000	1220	SD 	0.0244	0	1	 Flexible Funding 	2012	10	4	2012	12	3	5184000	1	0	10000	0	75	3	9	0	0	0	0	0	0	0
84	waterproof-usb-flash-drive	Waterproof USB Flash Drive	Replace old USB connectors with new, more efficient connectors that are completely waterproof.	Technology	Davis, California, United States	United States	0	0	0	3	4		100000	1218	SD 	0.01218	0	1	 Flexible Funding 	2013	2	15	2013	4	1	3888000	10	0	2000	0	75	1	11	54	0	0	0	0	0	0
85	h3dpro-3d-body-scan-and-3d-figurine-printing	H3Dpro - 3D Body Scan and 3D Figurine Printing	A startup based on HD full-body 3D scanning, H3Dpro creates a detailed replication of any human being via 3D technology, converting them and creating figurines.	Technology	Dover, Delaware, United States	United States	0	0	3	7	10	2	157000	1215	SD 	0.0077388535	0	1	 Flexible Funding 	2013	5	15	2013	7	14	5184000	5	3	1000	0	313	0	11	0	0	0	0	89.3076923077	1047.7692307692	0.8264299538
86	tunebox-wifi-your-hifi	TuneBox - WiFi Your HiFi	The Best Accessory to Upgrade  30pin Docking Speaker   Existing HiFi System to Play Music via WiFi. Support AirPlay, DL0   WiFi SoundCard for iOS, Android   PC	Technology	Taipei, Taiwan	Taiwan	0	0	2	13	19	5	15000	1215	SD 	0.081	0	1	 Flexible Funding 	2013	9	4	2013	10	4	2592000	49	7	1500	0	103.5	0	8	786	72	0	0	120.75	565.5	3.75
87	jupiter-fm	Jupiter.fm	Help us launch the only music streaming website for new and local music!	Technology	San Diego, California, United States	United States	0	0	3	25	21	13	10000	1205	SD 	0.1205	0	1	 Flexible Funding 	2012	9	1	2012	10	16	3888000	5	4	500	0	50	0	7	0	0	0	0	97	107.6666666667	0
88	thrive-plant-sensor	Thrive Plant Sensor	Thrive is a sensor and app that uses simple interactions to create a perso0lity for your plant, motivating you to emotio0lly invest in its wellbeing.	Technology	San Francisco, California, United States	United States	0	0	7	8	140	4	500	1203	SD 	2.406	0	1	 Verified Nonprofit ,  Flexible Funding 	2013	4	3	2013	4	24	1814400	1	48	30	5	15	4	3	0	0	0	0	0	0	0
89	ty-the-origi0l-wireless-way-to-stop-losing-your-stuff--2		A mobile app and a sleek, small disc to protect the things you don't want to lose. Android and iOS devices supported.	Technology	New York, New York, United States	United States	0	0	0	2	15		25000	1200	SD 	0.048	0	1	 Fixed Funding 	2013	11	2	2013	11	22	1728000	10	0	210	1	47.5	0	6	0	0	0	0	0	0	0
90	fuviss-glasses-one-of-the-world-s-most-advanced-augmented-reality-glasses		Our device is basically a wearable computer with a head-mounted display	Technology	London, United Kingdom	United Kingdom	0	0	1	12	5	18	300000	1197	SD 	0.00399	0	1	 Flexible Funding 	2013	6	7	2013	8	6	5184000	299	4	1400	0	850	0	3	15	0	0	0	0	0	0
91	chargebite-a-social-charger	ChargeBite - A Social Charger	ChargeBite is a revolutio0ry charger that charges your iPhone by transferring power from your friends’ iPhones.	Technology	Tel Aviv, Israel	Israel	0	0	2	24	64		45000	1196	SD 	0.0265777778	0	1	 Fixed Funding 	2013	3	18	2013	5	7	4320000	20	46	105	0	35	0	6	0	0	0	0	457.45	1267774.85	3.54646624
92	dwibit-perso0l-shopper	Dwibit Perso0l Shopper	Get exclusive savings on items that match your style and save on the brands you already love!	Technology	Chicago, Illinois, United States	United States	0	0	1	15	14	14	10000	1196	SD 	0.1196	0	1	 Flexible Funding 	2013	5	4	2013	6	17	3801600	10	0	3000	0	100	7	9	0	0	0	0	0	0	0
93	help-build-a-swidjit	Help Build A Swidjit	Swidjit combines the best of Facebook, Twitter, Etsy and Pinterest into an amazing new platform here to transform the economy and save the world.	Technology	Ithaca, New York, United States	United States	0	0	1	17	24	15	100000	1196	SD 	0.01196	0	1	 Flexible Funding 	2012	3	30	2012	5	1	2764800	25	4	2500	0	250	0	13	0	0	0	0	0	0	0
94	cancer-quotes-app	Cancer Quotes App	You're not alone. The CANCER APP we're developing for mobile phones and iPads will give comfort to patients, support friends and families of those affected.	Technology	Los Angeles, California, United States	United States	0	0	0	4	7	11	36000	1193	SD 	0.0331388889	0	1	 Flexible Funding 	2013	6	28	2013	8	7	3456000	3	0	2000	0	100	0	7	0	0	0	0	0	0	0
95	upload-with-a-purpose	Upload with a Purpose	Upload newsworthy pics   videos from your phone, and get paid when they sell.	Technology	San Diego, California, United States	United States	0	0	1	3	19	6	45000	1190	SD 	0.0264444444	0	1	 Flexible Funding 	2013	1	7	2013	3	3	4752000	5	2	1500	0	125	4	11	0	0	0	0	205	8	0
96	the-windows-fund	The Windows Fund	Help us build apps and games for the Windows platform.	Technology	Austin, Texas, United States	United States	0	0	0	2	8		325000	1190	SD 	0.0036615385	0	1	 Flexible Funding 	2013	7	15	2013	8	31	4060800	5	3	10000	0	300	0	8	0	0	0	0	0	0	0
97	marco-polo-monitoring-and-tracking-system	Marco Polo - Monitoring and Tracking System	Monitor, track and find your lost pets or property 24/7 with Marco Polo.	Technology	Yorba Linda, California, United States	United States	0	0	0	15	11	5	20000	1186	SD 	0.0593	0	1	 Flexible Funding 	2012	6	12	2012	7	27	3888000	1	1	1650	0	185	0	8	0	0	0	0	0	0	0
98	freicoin-global-community-currency-from-the-occupy-movement		A decentralized, distributed electronic currency designed to address the grievances of the 99% and correct the excesses of the 1%.	Technology	Mountain View, California, United States	United States	0	0	3	7	22		28000	1181	SD 	0.0421785714	0	1	 Flexible Funding 	2012	6	25	2012	8	12	4147200	1	5	3500	0	150	2	9	0	0	0	0	0	0	0
99	ibroadcast-tv-prime-the-live-hd-streaming-platform-that-puts-artists-first		The world's first HD live streaming video platform that anyone can afford, with a large non-profit component. Extremely disruptive... and you can have it now!	Technology	Ottawa, Ca0da	Ca0da	0	0	3	3	6	2	12000	1180	SD 	0.0983333333	0	1	 Flexible Funding 	2013	10	11	2013	11	10	2592000	10	0	1000	0	60	0	9	0	0	0	0	0	0	0
100	fostr-support-follow-cultivate-creativity	Fostr - Support, Follow   Cultivate Creativity!	Fostr is a place to share the creative projects you've always wanted to finish!	Technology	Middletown, Connecticut, United States	United States	0	0	9	34	27	3	2500	1180	SD 	0.472	0	1	 Flexible Funding 	2012	8	8	2012	9	7	2592000	1	4	350	1	60	0	6	0	0	0	0	0	0	0
101	pearchild-missing-child-alert-system	Pearchild: Missing Child Alert System	Pearchild is a simple, dependable   easy to use child safety device. Imagine a world where everyone helps you find your lost child? Works worldwide too!	Technology	Beverly Hills, California, United States	United States	0	0	1	3	4	5	30000	1178	SD 	0.0392666667	0	1	 Fixed Funding 	2013	8	5	2013	9	4	2592000	1	0	5999	0	164	0	10	0	0	0	0	0	0	0
102	set-your-priorities-for-synfig-development-in-december-2013		Make a direct influence to the development of Synfig - free and open-source animation software.	Technology	Gorno-Altaysk, Russian Federation	Russia	0	0	2	4	20		1120	1175	SD 	1.0491071429	0	1	 Fixed Funding 	2013	11	5	2013	12	1	2246400	10	11	305	1	250	0	5	1023	10	0	0	549.3636363636	123.5454545455	5
103	up-mouse	Up Mouse	A mouse to help people with arm and wrist pain. You click by lifting your fingers so it uses different muscles and tendons than normal mice.	Technology	Brooklyn, New York, United States	United States	0	0	4	35	19		7200	1171	SD 	0.1626388889	0	1	 Fixed Funding 	2012	7	24	2012	8	14	1814400	10	10	120	3	99	0	3	0	0	0	0	0	0	0
104	beactive-brace-low-back-pain-relief	Beactive Brace - Low Back Pain Relief	A low cost, innovative approach to Low Back Pain created by a Physical Therapist, making pain relief more accessible.	Technology	Baltimore, Maryland, United States	United States	0	0	9	15	22	8	50000	1170	SD 	0.0234	0	1	 Flexible Funding 	2013	5	20	2013	7	9	4320000	10	2	2500	0	60	0	6	0	0	0	0	0	0	0
105	tarc-the-first-free-energy-thought-magnifier	Tarc - The first free energy thought magnifier	An advanced transistor-free instrument designed to magnify, accentuate, and modulate thought energy.	Technology	Vancouver, British Columbia, Ca0da	Ca0da	0	0	14	62	20	7	15000	1166	AD 	0.0777333333	0	1	 Flexible Funding 	2013	6	29	2013	8	11	3715200	10	0	1500	0	60	4	5	0	0	0	0	0	0	0
106	guardian-angel-shockproof-outlet	Guardian Angel Shockproof Outlet	"The first ""always on"", kid safe protection for electrical outlets"	Technology	Chicago, Illinois, United States	United States	0	0	0	6	17		50000	1165	SD 	0.0233	0	1	 Flexible Funding 	2013	6	25	2013	7	25	2592000	15	1	750	0	100	0	6	0	0	0	0	194	29	0
107	cookie0v-a-revolutio0ry-smart-device-to-find-street-parking-spots-anywhere		The Smart Device becomes your birds-eye view of your city´s available Parking Spots in real time.	Technology	Melbourne, Australia	Australia	0	0	38	14	61	25	45000	1161	UR 	0.0258	0	1	 Flexible Funding 	2013	6	3	2013	7	23	4320000	2	17	2	17	2	17	6	0	0	0	0	0	0	0
108	etelex-the-end-of-email-as-we-know-it	eTelex - The End of Email As We Know It	At last. A new way to send email   documents with 100% guaranteed delivery, security   privacy. Protect your messaging from crimi0ls   competitors.	Technology	Glasgow, United Kingdom	United Kingdom	0	0	0	7	4	2	20000	1160	SD 	0.058	0	1	 Flexible Funding 	2012	11	11	2012	12	9	2419200	10	1	5000	0	100	2	5	0	0	0	0	0	0	0
109	ios-handheld-projector-with-kickass-software	iOS handheld projector with kickass software	Share your world with all of your friends at the same time!  Mobile device screens are just too small.  Share on a big screen.	Technology	Boise, Idaho, United States	United States	0	0	0	24	11	8	160000	1156	SD 	0.007225	0	1	 Flexible Funding 	2012	10	29	2012	12	13	3888000	5	0	15000	0	125	0	6	0	0	0	0	625.25	49199.15	4.465631815
110	opengadget-part-selection-made-simple	OpenGadget - Part Selection Made Simple	Real Parts, Real 3D, Real Fast.  Tired of hard to read paper or PDF drawings to locate a part?  Instantly find and order parts right from easy to use 3D views.	Technology	Austin, Texas, United States	United States	0	0	7	9	8	16	136000	1155	SD 	0.0084926471	0	1	 Flexible Funding 	2013	9	9	2013	11	8	5184000	1	0	10000	0	100	0	9	72	2	0	0	2681	163	5
111	good-news-magazine	GOOD NEWS Magazine	A new digital magazine with all good news that features Toronto's everyday heroes.	Technology	Toronto, Ontario, Ca0da	Ca0da	0	0	0	24	35	7	25000	1155	SD 	0.0462	0	1	 Flexible Funding 	2012	6	20	2012	7	20	2592000	2	4	1000	0	50	2	7	0	0	0	0	132.7	135.7	2
112	peardup-com-connecting-mentors-colleagues-contacts-of-influence		The first interactive site for Mentor Discovery, Talent Development   Professio0l Collaboration.	Technology	Atlanta, Georgia, United States	United States	0	0	2	9	29	3	45000	1153	SD 	0.0256222222	0	1	 Flexible Funding 	2013	9	17	2013	11	1	3888000	1	3	5000	0	100	2	11	277	6	0	0	0	0	0
113	dpcalendar-ms-exchange-integration	DPCalendar - MS Exchange Integration	Microsoft Exchange will be integrated with DPCalendar, a 0tive Joomla calendar and event ma0ger.	Technology	Chur, Switzerland	Switzerland	0	0	0	1	3		2500	1150	SD 	0.46	0	1	 Fixed Funding 	2013	4	30	2013	6	29	5184000	50	0	500	2	150	1	3	0	0	0	0	0	0	0
114	loto-labs-evoke-vaporizer	Loto Labs Evoke Vaporizer	The Loto Labs Evoke is the next level of portable vaporizing: satisfying, healthier, premium.	Technology	Redwood City, California, United States	United States	0	0	0	9	7		150000	1141	SD 	0.0076066667	0	1	 Flexible Funding 	2013	9	4	2013	10	18	3801600	5	1	5000	0	349	0	10	0	0	0	0	114	670.5	1.5
115	hackney-hear	Hackney Hear	An interactive GPS-triggered audio tour of London’s East End (host of the 2012 Olympic Games) on your mobile phone.	Technology	London, United Kingdom	United Kingdom	0	0	15	24	30	14	5000	1140	SD 	0.228	0	1	 Flexible Funding 	2011	3	17	2011	7	15	10368000	10	9	1000	0	150	0	6	0	0	0	0	0	0	0
116	trapped-in-my-mind-building-the-neurosky-ios-brain-speller		NeuroSky brainwave apps to help people who are u0ble to communicate	Technology	San Jose, California, United States	United States	0	0	0	8	15		50000	1140	SD 	0.0228	0	1	 Flexible Funding 	2012	2	14	2012	5	31	9244800	1	0	500	1	30	0	6	0	0	0	0	0	0	0
117	rake-less-live-more-direct-bag-it	Rake less!  Live more!  Direct-Bag-It!	Discover the new and better way to bag your leaves and grass clippings.  Direct-Bag-It discharges directly into paper yard bags!	Technology	St. Louis, Missouri, United States	United States	0	0	0	14	11		30000	1140	SD 	0.038	0	1	 Fixed Funding 	2013	6	30	2013	8	18	4233600	5	1	995	0	160	0	9	16	0	0	0	368.4210526316	126744.105263158	4.4625795895
118	taking-safety-mobile-vehawk	Taking Safety Mobile - Vehawk	Smart phone application to help drivers become safer by limiting and monitoring distractions while driving.	Technology	Draper, Utah, United States	United States	0	0	26	16	22	19	5000	1140	SD 	0.228	0	1	 Flexible Funding 	2012	8	3	2012	9	2	2592000	1	0	2000	0	100	0	10	0	0	0	0	202.8	870296.266666667	2.9189534667
119	gotopal-your-virtual-perso0l-assistant	Gotopal - Your virtual perso0l assistant	A virtual assistant to wake you up, answer your calls, take messages, give appointments   hunt for shopping deals. It never takes a breakkkk !!	Technology	Manchester, United States	United States	0	0	1	47	30		10000	1137	SD 	0.1137	0	1	 Flexible Funding 	2012	12	19	2013	2	17	5184000	1	2	5000	0	90	0	12	0	0	0	0	0	0	0
120	estar-3d-phone	EStar 3D Phone	We are converting this from an indiegogo project to a stealth project. We will reverse all the funding. Thank you for your support. We shall return.	Technology			0	0	1	0	9		100000	1135	SD 	0.01135	4	1	 Flexible Funding 	2013	11	14	2013	12	8	2073600	0	0	0	0	0	0	0	532	5	0	0	0	0	0
121	internet-security-with-plutoboxx-vpn-wi-fi-router	Internet Security with PlutoBoXX - VPN Wi-Fi router	A first of its kind offering uninterrupted VPN service	Technology	San Francisco, California, United States	United States	0	0	0	9	9	1	10000	1134	SD 	0.1134	45	1	 Flexible Funding 	2013	11	19	2014	1	18	5184000	1	0	1200	0	120	0	7	0	0	0	0	21.35	30	0.25
122	talkettes-where-everyone-has-a-voice-for-a-few-seconds		A Talkette is a short recording of your voice. Your own soundbite for the world to hear. Record up to 15 seconds, then spread and embed throughout the web.	Technology	New York, New York, United States	United States	0	0	1	2	21	2	45000	1134	SD 	0.0252	0	1	 Flexible Funding 	2013	10	13	2013	11	13	2678400	2	0	2000	0	137.5	0	12	0	0	0	0	0	0	0
123	qitah-blind-positioning-wireless-charger	Qitah - Blind Positioning Wireless Charger!	The only Blind Positioning wireless charger..So 0tural you won't hafta remember to charge!Qitah. Go Unchained!	Technology	New Delhi, India	India	0	0	1	9	15	3	80000	1131	SD 	0.0141375	0	1	 Flexible Funding 	2013	8	14	2013	9	22	3369600	25	1	10000	0	65	3	7	0	0	0	0	0	0	0
124	mymission	myMission	A unique app built to connect missio0ries and supporters around the world.	Technology	Orlando, Florida, United States	United States	0	0	9	15	15		92000	1130	SD 	0.0122826087	0	1	 Flexible Funding 	2013	10	2	2013	11	30	5097600	10	0	10000	0	300	0	9	0	0	0	0	0	0	0
125	an-intuitive-productive-and-enjoyable-design-tool	An intuitive, productive and enjoyable design tool	Creating the most versatile, up-to-date design tool for designing everything ranging from print to web over to user interfaces and much more.	Technology	Nürnberg, Germany	Germany	0	0	0	11	6		6500	1126	UR 	0.1732307692	0	1	 Flexible Funding 	2012	9	7	2012	11	6	5184000	2	1	2	1	2	1	8	0	0	0	0	0	0	0
